ticker,financial_period,field,status,reason
TCELL.IS,2020Q1,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q1,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q1,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q1,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q1,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q1,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2020Q2,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q2,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q2,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q2,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q2,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q2,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2020Q3,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q3,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q3,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q3,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q3,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q3,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2020Q4,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q4,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q4,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2020Q4,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q4,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2020Q4,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2021Q1,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q1,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q1,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q1,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q1,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q1,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2021Q2,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q2,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q2,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q2,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q2,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q2,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2021Q3,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q3,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q3,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q3,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q3,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q3,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2021Q4,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q4,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q4,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2021Q4,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q4,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2021Q4,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2022Q1,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2022Q1,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2022Q1,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q1,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2022Q1,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2022Q1,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2022Q2,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,ozkaynaklar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,toplam_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,net_borc,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,nakit,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,toplam_aktif,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,ihracat_orani,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,roe,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2022Q2,roa,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2022Q2,piyasa_degeri,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,pb,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,ev,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q2,ev_ebitda,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2022Q2,fcf_verim,INVALID,YTD_FLOW_MIXED_WITH_POINT_IN_TIME_OR_SIGNAL_DATE_DENOMINATOR
TCELL.IS,2022Q2,tfrs29,INVALID,MECHANICAL_DATE_FLAG_NOT_ACCOUNTING_BASIS_METADATA
TCELL.IS,2022Q3,satislar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q3,ebitda,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q3,op_gelir,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q3,net_kar,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q3,cfo,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
TCELL.IS,2022Q3,fcf,PROXY_UNVERIFIED,FIXED_LAG_AND_VINTAGE_UNKNOWN
